Title,Trim,Location,Distance,MSRP,Price,Monthly Payment,Source File
2025 Mitsubishi Eclipse Cross,LE S-AWC,"Green Brook, NJ",33 mi away,"$30,120","$27,299",$512/mo est.,New Cars (1).mhtml
2025 Mazda CX-30,2.5 S AWD,"Springfield, MA",112 mi away,"$27,300","$27,300",$512/mo est.,New Cars (1).mhtml
2024 Mitsubishi Outlander,SE Black Edition FWD,"Quakertown, PA",80 mi away,"$36,300","$27,300",$516/mo est.,New Cars (1).mhtml
2025 Kia K4,GT-Line FWD,"Swansea, MA",154 mi away,"$29,060","$27,310",$512/mo est.,New Cars (1).mhtml
2025 Honda Civic Hatchback,Sport FWD,"Norwood, MA",171 mi away,"$28,600","$27,311",$512/mo est.,New Cars (1).mhtml
2025 Hyundai Elantra Hybrid,Limited FWD,"Towson, MD",172 mi away,"$31,460","$27,311",$512/mo est.,New Cars (1).mhtml
2025 Hyundai Elantra Hybrid,Limited FWD,"Towson, MD",172 mi away,"$31,460","$27,311",$512/mo est.,New Cars (1).mhtml
2025 Hyundai Sonata,SE FWD,"Enfield, CT",107 mi away,"$28,340","$27,315",$512/mo est.,New Cars (1).mhtml
2025 Nissan Altima,2.5 SV AWD,"Bloomfield, NJ",14 mi away,"$32,160","$27,320",$512/mo est.,New Cars (1).mhtml
2025 Kia K4,GT-Line FWD,"Yonkers, NY",11 mi away,"$28,575","$27,325",$512/mo est.,New Cars (1).mhtml
2025 Mazda CX-30,2.5 S AWD,"Springfield, MA",112 mi away,"$27,330","$27,330",$512/mo est.,New Cars (1).mhtml
2025 Nissan Sentra,SR FWD,"Westbury, NY",19 mi away,"$29,780","$27,333",$512/mo est.,New Cars (1).mhtml
2025 Volkswagen Jetta,SE FWD,"Paramus, NJ",10 mi away,"$27,339","$27,339",$512/mo est.,New Cars (1).mhtml
2025 Toyota Corolla,SE FWD,"Yonkers, NY",11 mi away,"$27,340","$27,340",$513/mo est.,New Cars (1).mhtml
2025 Nissan Sentra,SR FWD,"Blackwood, NJ",95 mi away,"$29,340","$27,340",$513/mo est.,New Cars (1).mhtml
2024 Hyundai Kona,SEL FWD,"Valley Stream, NY",15 mi away,"$28,239","$27,355",$517/mo est.,New Cars (1).mhtml
2025 Nissan Kicks,SR AWD,"Medford, MA",182 mi away,"$31,360","$27,360",$513/mo est.,New Cars (1).mhtml
2025 Nissan Kicks,SV AWD,"Ardmore, PA",91 mi away,"$27,360","$27,360",$513/mo est.,New Cars (1).mhtml
2024 Mitsubishi Outlander Sport,ES AWC,"Wilmington, MA",185 mi away,"$27,365","$27,365",$517/mo est.,New Cars (1).mhtml
2025 Hyundai Sonata,SE FWD,"Philadelphia, PA",76 mi away,"$28,405","$27,370",$513/mo est.,New Cars (1).mhtml
2025 Mazda MAZDA3,2.5 S Preferred Sedan FWD,"Yonkers, NY",9 mi away,,"$27,385",$513/mo est.,New Cars (1).mhtml
2025 Nissan Altima,2.5 SV FWD,"Blauvelt, NY",18 mi away,"$32,305","$27,386",$513/mo est.,New Cars (1).mhtml
2025 Volkswagen Tiguan,S 4Motion,"Vernon, CT",101 mi away,"$33,665","$28,165",$528/mo est.,New Cars (10).mhtml
2025 Subaru Impreza,Sport AWD,"Schenectady, NY",141 mi away,"$28,169","$28,169",$528/mo est.,New Cars (10).mhtml
2025 Hyundai Elantra,Limited FWD,"Schenectady, NY",135 mi away,"$29,050","$28,179",$528/mo est.,New Cars (10).mhtml
2025 Hyundai Elantra,Limited FWD,"Schenectady, NY",135 mi away,"$29,050","$28,179",$528/mo est.,New Cars (10).mhtml
2025 Nissan Altima,2.5 SR FWD,"Totowa, NJ",17 mi away,"$31,490","$28,184",$528/mo est.,New Cars (10).mhtml
2025 Buick Envista,Sport Touring FWD,"Woodbury, NJ",95 mi away,"$28,185","$28,185",$528/mo est.,New Cars (10).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Mechanicsburg, PA",167 mi away,"$33,690","$28,190",$528/mo est.,New Cars (10).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Baltimore, MD",173 mi away,"$33,385","$28,192",$528/mo est.,New Cars (10).mhtml
2025 Nissan Kicks,SR AWD,"Raynham, MA",168 mi away,"$30,540","$28,194",$529/mo est.,New Cars (10).mhtml
2025 Nissan Kicks,SR AWD,"Raynham, MA",168 mi away,"$30,540","$28,194",$529/mo est.,New Cars (10).mhtml
2025 Volkswagen Jetta,SE FWD,"Pompton Plains, NJ",22 mi away,"$28,944","$28,194",$529/mo est.,New Cars (10).mhtml
2025 Nissan Altima,2.5 SV FWD,"Toms River, NJ",61 mi away,"$29,570","$28,202",$529/mo est.,New Cars (10).mhtml
2025 Mitsubishi Outlander Sport,ES AWC,"Brookfield, CT",52 mi away,"$32,060","$28,213",$529/mo est.,New Cars (10).mhtml
2025 Hyundai Elantra,Limited FWD,"Schenectady, NY",135 mi away,"$29,090","$28,217",$529/mo est.,New Cars (10).mhtml
2024 Ford Maverick,XL SuperCrew AWD,"Philadelphia, PA",80 mi away,"$28,230","$28,230",$533/mo est.,New Cars (10).mhtml
2025 Mitsubishi Outlander Sport,Trail Edition AWC,"East Providence, RI",150 mi away,,"$28,233",$529/mo est.,New Cars (10).mhtml
2025 Subaru Legacy,Premium AWD,"Philadelphia, PA",91 mi away,"$32,242","$28,234",$529/mo est.,New Cars (10).mhtml
2025 Subaru Legacy,Premium AWD,"Philadelphia, PA",91 mi away,"$32,242","$28,234",$529/mo est.,New Cars (10).mhtml
2024 Dodge Hornet,R/T Plus AWD,"Fairfield, CT",43 mi away,"$52,430","$28,237",$533/mo est.,New Cars (10).mhtml
2025 Mazda CX-5,2.5 S AWD,"Lenox, MA",115 mi away,"$30,740","$28,240",$529/mo est.,New Cars (10).mhtml
2025 Hyundai Elantra,N Line FWD,"Milford, CT",51 mi away,"$30,740","$28,240",$529/mo est.,New Cars (10).mhtml
2025 Honda HR-V,LX AWD,"Tarrytown, NY",17 mi away,,"$28,250",$530/mo est.,New Cars (10).mhtml
2025 Hyundai Elantra,N Line FWD,"Milford, CT",51 mi away,"$30,750","$28,250",$530/mo est.,New Cars (11).mhtml
2025 Ford Maverick,XL SuperCrew AWD,"Vauxhall, NJ",21 mi away,"$31,505","$28,255",$530/mo est.,New Cars (11).mhtml
2025 Nissan Kicks,SR AWD,"Butler, NJ",26 mi away,"$30,330","$28,258",$530/mo est.,New Cars (11).mhtml
2025 Kia K4,GT-Line FWD,"West Islip, NY",33 mi away,"$28,260","$28,260",$530/mo est.,New Cars (11).mhtml
2025 Hyundai Sonata,SE FWD,"Enfield, CT",107 mi away,"$29,255","$28,269",$530/mo est.,New Cars (11).mhtml
2025 Subaru Legacy,Premium AWD,"Philadelphia, PA",91 mi away,"$32,309","$28,278",$530/mo est.,New Cars (11).mhtml
2025 Nissan Altima,2.5 SV AWD,"Blackwood, NJ",95 mi away,"$32,280","$28,280",$530/mo est.,New Cars (11).mhtml
2025 Honda Accord,LX FWD,"North Plainfield, NJ",30 mi away,,"$28,295",$530/mo est.,New Cars (11).mhtml
2025 Honda HR-V,LX AWD,"Huntington, NY",29 mi away,"$28,295","$28,295",$530/mo est.,New Cars (11).mhtml
2025 Honda HR-V,LX AWD,"Lebanon, PA",137 mi away,"$28,295","$28,295",$530/mo est.,New Cars (11).mhtml
2025 Honda HR-V,LX AWD,"Lebanon, PA",137 mi away,"$28,295","$28,295",$530/mo est.,New Cars (11).mhtml
2025 Honda HR-V,LX AWD,"Kingston, NY",79 mi away,"$28,295","$28,295",$530/mo est.,New Cars (11).mhtml
2025 Honda HR-V,LX AWD,"Kingston, NY",79 mi away,"$28,295","$28,295",$530/mo est.,New Cars (11).mhtml
2025 Honda HR-V,LX AWD,"Kingston, NY",79 mi away,,"$28,295",$530/mo est.,New Cars (11).mhtml
2025 Hyundai Elantra,Limited FWD,"Hicksville, NY",22 mi away,,"$28,301",$531/mo est.,New Cars (11).mhtml
2025 Hyundai Elantra,Limited FWD,"Hicksville, NY",22 mi away,,"$28,301",$531/mo est.,New Cars (11).mhtml
2025 Nissan Sentra,SR FWD,"St James, NY",41 mi away,"$29,625","$28,302",$531/mo est.,New Cars (11).mhtml
2025 Nissan Sentra,SR FWD,"St James, NY",41 mi away,"$29,625","$28,302",$531/mo est.,New Cars (11).mhtml
2025 Nissan Sentra,SR FWD,"St James, NY",41 mi away,"$29,625","$28,302",$531/mo est.,New Cars (11).mhtml
2025 Nissan Sentra,SR FWD,"St James, NY",41 mi away,"$29,625","$28,302",$531/mo est.,New Cars (11).mhtml
2025 Nissan Sentra,SR FWD,"St James, NY",41 mi away,"$29,625","$28,302",$531/mo est.,New Cars (11).mhtml
2025 Nissan Sentra,SR FWD,"St James, NY",41 mi away,"$29,625","$28,302",$531/mo est.,New Cars (11).mhtml
2025 Honda Accord,LX FWD,"Hamburg, PA",110 mi away,"$29,445","$28,307",$531/mo est.,New Cars (12).mhtml
2025 Honda Accord,LX FWD,"Hamburg, PA",110 mi away,"$29,445","$28,307",$531/mo est.,New Cars (12).mhtml
2025 Hyundai Elantra Hybrid,SEL Sport FWD,"Mahwah, NJ",22 mi away,"$29,310","$28,310",$531/mo est.,New Cars (12).mhtml
2025 Volkswagen Jetta,SE FWD,"Clifton, NJ",15 mi away,"$28,314","$28,314",$531/mo est.,New Cars (12).mhtml
2025 Mitsubishi Outlander Sport,ES AWC,"East Petersburg, PA",137 mi away,"$29,315","$28,315",$531/mo est.,New Cars (12).mhtml
2025 Mazda CX-5,2.5 S AWD,"Lenox, MA",115 mi away,"$30,820","$28,320",$531/mo est.,New Cars (12).mhtml
2025 Ford Escape,ST-Line AWD,"Keyport, NJ",31 mi away,"$36,465","$28,323",$531/mo est.,New Cars (12).mhtml
2025 Mazda CX-5,2.5 S AWD,"Trevose, PA",73 mi away,"$31,935","$28,324",$531/mo est.,New Cars (12).mhtml
2025 Hyundai Sonata,SE FWD,"Jamaica, NY",10 mi away,"$29,325","$28,325",$531/mo est.,New Cars (12).mhtml
2025 Kia Seltos,S AWD,"Jersey City, NJ",12 mi away,"$29,825","$28,325",$531/mo est.,New Cars (12).mhtml
2025 Hyundai Sonata Hybrid,SEL FWD,"Milford, MA",155 mi away,"$33,335","$28,335",$531/mo est.,New Cars (12).mhtml
2025 Nissan Altima,2.5 SV AWD,"Exton, PA",105 mi away,"$33,335","$28,335",$531/mo est.,New Cars (12).mhtml
2025 Hyundai Elantra,Limited FWD,"Hicksville, NY",22 mi away,,"$28,337",$531/mo est.,New Cars (12).mhtml
2025 Hyundai Sonata,SE FWD,"Scranton, PA",100 mi away,"$28,340","$28,340",$531/mo est.,New Cars (12).mhtml
2025 Kia Seltos,S AWD,"North Plainfield, NJ",31 mi away,"$29,525","$28,344",$531/mo est.,New Cars (12).mhtml
2025 Ford Escape,Active AWD,"Keyport, NJ",31 mi away,"$34,745","$28,349",$531/mo est.,New Cars (12).mhtml
2025 Hyundai Sonata,SE FWD,"Scranton, PA",100 mi away,"$28,360","$28,360",$532/mo est.,New Cars (12).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Glen Burnie, MD",182 mi away,"$34,685","$28,370",$532/mo est.,New Cars (12).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Glen Burnie, MD",182 mi away,"$34,685","$28,370",$532/mo est.,New Cars (12).mhtml
2025 Nissan Altima,2.5 SV FWD,"Toms River, NJ",61 mi away,"$29,755","$28,372",$532/mo est.,New Cars (12).mhtml
2025 Nissan Altima,2.5 SV AWD,"Exton, PA",105 mi away,"$33,375","$28,375",$532/mo est.,New Cars (12).mhtml
2025 Nissan Altima,2.5 SV AWD,"Old Saybrook, CT",87 mi away,"$30,965","$28,395",$532/mo est.,New Cars (12).mhtml
2025 Hyundai Elantra,Limited FWD,"Hicksville, NY",22 mi away,,"$28,396",$532/mo est.,New Cars (13).mhtml
2025 Ford Escape Hybrid Plug-in,FWD,"Londonderry, NH",194 mi away,"$39,890","$28,398",$532/mo est.,New Cars (13).mhtml
2025 Ford Escape Hybrid Plug-in,FWD,"Londonderry, NH",194 mi away,"$39,890","$28,398",$532/mo est.,New Cars (13).mhtml
2025 Hyundai Sonata,SE FWD,"Millville, NJ",113 mi away,"$29,205","$28,405",$532/mo est.,New Cars (13).mhtml
2025 Hyundai Elantra,Limited FWD,"Auburn, MA",142 mi away,"$28,410","$28,410",$533/mo est.,New Cars (13).mhtml
2025 Ford Escape,Active AWD,"Utica, NY",173 mi away,"$34,445","$28,412",$533/mo est.,New Cars (13).mhtml
2025 Subaru Legacy,Premium AWD,"Belmont, MA",178 mi away,"$31,574","$28,417",$533/mo est.,New Cars (13).mhtml
2025 Nissan Altima,2.5 SR AWD,"Flemington, NJ",53 mi away,"$32,800","$28,419",$533/mo est.,New Cars (13).mhtml
2025 Hyundai Elantra Hybrid,SEL Sport FWD,"Schenectady, NY",135 mi away,"$29,240","$28,436",$533/mo est.,New Cars (13).mhtml
2025 Honda Accord,LX FWD,"Yorkville, NY",173 mi away,"$29,445","$28,445",$533/mo est.,New Cars (13).mhtml
2025 Honda Accord,LX FWD,"Yorkville, NY",173 mi away,"$29,445","$28,445",$533/mo est.,New Cars (13).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Pittsville, MD",186 mi away,"$34,040","$28,445",$533/mo est.,New Cars (13).mhtml
2025 Mitsubishi Outlander Sport,ES AWC,"Framingham, MA",165 mi away,"$29,255","$28,455",$533/mo est.,New Cars (13).mhtml
2025 Honda Accord,LX FWD,"Yorkville, NY",173 mi away,"$29,445","$28,456",$533/mo est.,New Cars (13).mhtml
2025 Kia Sportage,LX AWD,"Baltimore, MD",173 mi away,"$31,155","$28,457",$533/mo est.,New Cars (13).mhtml
2025 Ford Escape,Active AWD,"Vauxhall, NJ",21 mi away,"$35,470","$28,470",$534/mo est.,New Cars (13).mhtml
2025 Chevrolet Trailblazer,LT FWD,"New Holland, PA",123 mi away,"$28,475","$28,475",$534/mo est.,New Cars (13).mhtml
2025 Mazda CX-5,2.5 S AWD,"Lenox, MA",115 mi away,"$30,980","$28,480",$534/mo est.,New Cars (13).mhtml
2025 Nissan Sentra,SV FWD,"Hillside, NJ",18 mi away,"$28,480","$28,480",$534/mo est.,New Cars (13).mhtml
2025 Nissan Sentra,SV FWD,"Hillside, NJ",18 mi away,"$28,480","$28,480",$534/mo est.,New Cars (13).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Glen Burnie, MD",182 mi away,"$34,810","$28,481",$534/mo est.,New Cars (13).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Laurel, MD",197 mi away,"$34,685","$28,485",$534/mo est.,New Cars (13).mhtml
2025 Honda Accord,LX FWD,"Yorkville, NY",173 mi away,"$29,490","$28,490",$534/mo est.,New Cars (14).mhtml
2025 Honda Accord,LX FWD,"Yorkville, NY",173 mi away,"$29,490","$28,490",$534/mo est.,New Cars (14).mhtml
2025 Honda Accord,LX FWD,"Yorkville, NY",173 mi away,"$29,490","$28,490",$534/mo est.,New Cars (14).mhtml
2025 Nissan Rogue,S AWD,"Norwood, MA",171 mi away,"$32,560","$28,492",$534/mo est.,New Cars (14).mhtml
2025 Honda Accord,LX FWD,"Syracuse, NY",193 mi away,"$29,490","$28,495",$534/mo est.,New Cars (14).mhtml
2025 Honda Accord,LX FWD,"Syracuse, NY",193 mi away,"$29,490","$28,495",$534/mo est.,New Cars (14).mhtml
2025 Honda Accord,LX FWD,"Syracuse, NY",193 mi away,"$29,490","$28,495",$534/mo est.,New Cars (14).mhtml
2024 Dodge Hornet,GT AWD,"Monticello, NY",67 mi away,"$28,495","$28,495",$538/mo est.,New Cars (14).mhtml
2025 Ford Escape Hybrid Plug-in,FWD,"Boyertown, PA",95 mi away,"$41,490","$28,495",$534/mo est.,New Cars (14).mhtml
2025 Nissan Sentra,SR FWD,"West Warwick, RI",139 mi away,"$30,265","$28,500",$534/mo est.,New Cars (14).mhtml
2025 Nissan Kicks,SR AWD,"Kingston, MA",184 mi away,"$31,480","$28,500",$534/mo est.,New Cars (14).mhtml
2025 Ford Maverick,XL SuperCrew FWD,"Schenectady, NY",135 mi away,"$29,840","$28,500",$534/mo est.,New Cars (14).mhtml
2025 Honda HR-V,Sport AWD,"Saratoga Springs, NY",155 mi away,"$30,505","$28,500",$534/mo est.,New Cars (14).mhtml
2025 Honda HR-V,Sport AWD,"Saratoga Springs, NY",155 mi away,"$30,505","$28,500",$534/mo est.,New Cars (14).mhtml
2025 Honda Accord,LX FWD,"Yorkville, NY",173 mi away,"$29,490","$28,501",$534/mo est.,New Cars (14).mhtml
2025 Honda Accord,LX FWD,"Yorkville, NY",173 mi away,"$29,490","$28,501",$534/mo est.,New Cars (14).mhtml
2025 Hyundai Santa Cruz,SE Crew Cab AWD,"Milford, CT",51 mi away,"$32,755","$28,505",$534/mo est.,New Cars (14).mhtml
2025 Nissan Altima,2.5 SV FWD,"St James, NY",41 mi away,"$32,395","$28,508",$534/mo est.,New Cars (14).mhtml
2025 Mazda CX-5,2.5 S AWD,"Lenox, MA",115 mi away,"$31,030","$28,530",$535/mo est.,New Cars (14).mhtml
2025 Subaru Impreza,Sport AWD,"Doylestown, PA",72 mi away,"$30,270","$28,532",$535/mo est.,New Cars (14).mhtml
2025 Nissan Kicks,SR AWD,"Swarthmore, PA",99 mi away,"$30,540","$28,537",$535/mo est.,New Cars (14).mhtml
2025 Kia K4,GT-Line FWD,"Albany, NY",129 mi away,"$28,540","$28,540",$535/mo est.,New Cars (14).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Cheshire, CT",70 mi away,"$33,875","$28,541",$535/mo est.,New Cars (15).mhtml
2025 Ford Maverick,XL SuperCrew AWD,"Mendham, NJ",35 mi away,"$32,135","$28,549",$535/mo est.,New Cars (15).mhtml
2025 Nissan Altima,2.5 SV FWD,"Blackwood, NJ",95 mi away,"$30,750","$28,551",$535/mo est.,New Cars (15).mhtml
2025 Hyundai Elantra Hybrid,Limited FWD,"Milford, CT",51 mi away,"$31,055","$28,555",$535/mo est.,New Cars (15).mhtml
2025 Nissan Altima,2.5 SR FWD,"Totowa, NJ",17 mi away,"$31,915","$28,557",$535/mo est.,New Cars (15).mhtml
2025 Nissan Altima,2.5 SR FWD,"Totowa, NJ",17 mi away,"$31,915","$28,557",$535/mo est.,New Cars (15).mhtml
2025 Chevrolet Trailblazer,LT FWD,"Delran, NJ",77 mi away,"$28,575","$28,575",$536/mo est.,New Cars (15).mhtml
2025 Nissan Kicks,SV AWD,"Yonkers, NY",11 mi away,"$29,665","$28,581",$536/mo est.,New Cars (15).mhtml
2025 Volkswagen Jetta,SE FWD,"Paramus, NJ",10 mi away,"$28,584","$28,584",$536/mo est.,New Cars (15).mhtml
2025 Honda Civic Hatchback,Sport FWD,"Lebanon, PA",137 mi away,"$28,600","$28,600",$536/mo est.,New Cars (15).mhtml
2025 Honda Civic Hatchback,Sport FWD,"Lebanon, PA",137 mi away,"$28,600","$28,600",$536/mo est.,New Cars (15).mhtml
2025 Nissan Kicks,SR AWD,"Medford, MA",182 mi away,"$32,605","$28,605",$536/mo est.,New Cars (15).mhtml
2025 Kia Seltos,S AWD,"East Meadow, NY",21 mi away,"$28,605","$28,605",$536/mo est.,New Cars (15).mhtml
2025 Mazda CX-5,2.5 S Preferred AWD,"Laurel, MD",194 mi away,"$34,105","$28,606",$536/mo est.,New Cars (15).mhtml
2025 Hyundai Elantra,N Line FWD,"Milford, CT",51 mi away,"$31,110","$28,610",$536/mo est.,New Cars (15).mhtml
2025 Subaru Legacy,Premium AWD,"Riverhead, NY",65 mi away,"$31,619","$28,619",$536/mo est.,New Cars (15).mhtml
2025 Nissan Kicks,SR AWD,"Denville, NJ",31 mi away,"$31,120","$28,620",$536/mo est.,New Cars (15).mhtml
2024 Mitsubishi Eclipse Cross,ES S-AWC,"New Bedford, MA",165 mi away,"$28,625","$28,625",$541/mo est.,New Cars (15).mhtml
2025 Volkswagen Tiguan,S 4Motion,"Mohegan Lake, NY",35 mi away,"$33,121","$28,627",$537/mo est.,New Cars (15).mhtml
2025 Hyundai Elantra,Limited FWD,"Yorkville, NY",173 mi away,"$28,630","$28,630",$537/mo est.,New Cars (15).mhtml
2025 Mazda CX-30,2.5 S Select Sport AWD,"Bay Shore, NY",35 mi away,"$28,635","$28,635",$537/mo est.,New Cars (15).mhtml
2025 Mazda CX-5,2.5 S AWD,"Lenox, MA",115 mi away,"$31,140","$28,640",$537/mo est.,New Cars (15).mhtml
2025 Toyota Corolla,SE FWD,"Hudson, NY",105 mi away,"$28,644","$28,644",$537/mo est.,New Cars (16).mhtml
2025 Hyundai Elantra,Limited FWD,"Yorkville, NY",173 mi away,"$28,645","$28,645",$537/mo est.,New Cars (16).mhtml
2025 Nissan Rogue,S AWD,"St James, NY",41 mi away,"$32,200","$28,658",$537/mo est.,New Cars (16).mhtml
2025 Nissan Altima,2.5 SR FWD,"Quincy, MA",181 mi away,"$33,670","$28,670",$537/mo est.,New Cars (16).mhtml
2025 Nissan Sentra,SV FWD,"Yorktown Heights, NY",33 mi away,"$28,170","$28,670",$537/mo est.,New Cars (16).mhtml
2025 Hyundai Elantra Hybrid,SEL Sport FWD,"Old Saybrook, CT",87 mi away,"$29,200","$28,671",$537/mo est.,New Cars (16).mhtml
2025 Hyundai Elantra Hybrid,SEL Sport FWD,"Old Saybrook, CT",87 mi away,"$29,200","$28,671",$537/mo est.,New Cars (16).mhtml
2025 Mazda CX-30,2.5 S Select Sport AWD,"Yonkers, NY",9 mi away,,"$28,680",$538/mo est.,New Cars (16).mhtml
2025 Hyundai Elantra,Limited FWD,"Yorkville, NY",173 mi away,"$28,685","$28,685",$538/mo est.,New Cars (16).mhtml
