Title,Trim,Location,Distance,MSRP,Price,Monthly Payment,Source File
2025 Ford Maverick,XL SuperCrew AWD,"Lakewood, NJ",53 mi away,"$32,060","$30,060",$563/mo est.,New Cars (33).mhtml
2025 Mazda CX-5,2.5 S Select AWD,"New London, CT",101 mi away,"$32,075","$30,073",$564/mo est.,New Cars (33).mhtml
2025 Hyundai Sonata,SEL FWD,"Staten Island, NY",18 mi away,"$30,080","$30,080",$564/mo est.,New Cars (33).mhtml
2024 Hyundai Kona,SEL AWD,"Bloomfield, NJ",14 mi away,"$31,569","$30,081",$568/mo est.,New Cars (33).mhtml
2025 Kia K4,GT-Line Turbo FWD,"Bridgewater, NJ",38 mi away,"$30,085","$30,085",$564/mo est.,New Cars (33).mhtml
2025 Kia Sorento,LX FWD,"Quakertown, PA",80 mi away,"$33,590","$30,090",$564/mo est.,New Cars (33).mhtml
2025 Hyundai Elantra,N Line FWD,"Queensbury, NY",173 mi away,"$30,890","$30,092",$564/mo est.,New Cars (33).mhtml
2025 Ford Maverick,XLT SuperCrew AWD,"Annapolis, MD",189 mi away,"$35,895","$30,103",$564/mo est.,New Cars (33).mhtml
2025 Nissan Altima,2.5 SR FWD,"Vineland, NJ",111 mi away,,"$30,106",$564/mo est.,New Cars (33).mhtml
2025 Mazda CX-5,2.5 S Select AWD,"Westwood, MA",171 mi away,"$33,130","$30,114",$564/mo est.,New Cars (33).mhtml
2025 Kia Sorento,LX FWD,"Attleboro, MA",153 mi away,"$33,630","$30,130",$565/mo est.,New Cars (33).mhtml
2025 Nissan Altima,2.5 SR FWD,"Flemington, NJ",53 mi away,"$34,775","$30,144",$565/mo est.,New Cars (33).mhtml
2025 Nissan Rogue,S AWD,"White Marsh, MD",167 mi away,"$33,145","$30,152",$565/mo est.,New Cars (33).mhtml
2025 Subaru Impreza,RS AWD,"Huntington, NY",30 mi away,"$30,153","$30,153",$565/mo est.,New Cars (33).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Rutland, VT",197 mi away,"$33,320","$30,154",$565/mo est.,New Cars (33).mhtml
2025 Ford Maverick,XL SuperCrew AWD,"Hurlock, MD",180 mi away,"$32,555","$30,159",$565/mo est.,New Cars (33).mhtml
2025 Ford Maverick,XL SuperCrew AWD,"Hurlock, MD",180 mi away,"$32,555","$30,159",$565/mo est.,New Cars (33).mhtml
2025 Ford Maverick,XL SuperCrew AWD,"Hurlock, MD",180 mi away,"$32,555","$30,159",$565/mo est.,New Cars (33).mhtml
2025 Ford Maverick,XL SuperCrew AWD,"Hurlock, MD",180 mi away,"$32,555","$30,159",$565/mo est.,New Cars (33).mhtml
2025 Ford Maverick,XL SuperCrew AWD,"Hurlock, MD",180 mi away,"$32,555","$30,159",$565/mo est.,New Cars (33).mhtml
2025 Ford Maverick,XL SuperCrew AWD,"Hurlock, MD",180 mi away,"$32,555","$30,159",$565/mo est.,New Cars (34).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Baltimore, MD",173 mi away,"$35,585","$30,159",$565/mo est.,New Cars (34).mhtml
2025 Nissan Altima,2.5 SV AWD,"Queensbury, NY",173 mi away,"$32,160","$30,160",$565/mo est.,New Cars (34).mhtml
2025 Ford Bronco Sport,Heritage AWD,"Willow Street, PA",137 mi away,"$37,170","$30,170",$566/mo est.,New Cars (34).mhtml
2025 Ford Maverick,XLT SuperCrew FWD,"Chester, PA",103 mi away,"$32,340","$30,172",$566/mo est.,New Cars (34).mhtml
2025 Nissan Kicks,SV AWD,"Hainesport, NJ",74 mi away,"$30,175","$30,175",$566/mo est.,New Cars (34).mhtml
2025 Subaru Impreza,RS AWD,"Plains, PA",103 mi away,"$31,764","$30,176",$566/mo est.,New Cars (34).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Nashua, NH",184 mi away,"$33,690","$30,179",$566/mo est.,New Cars (34).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Mechanicsburg, PA",167 mi away,"$35,680","$30,180",$566/mo est.,New Cars (34).mhtml
2025 Kia K4,GT-Line Turbo FWD,"Bridgewater, NJ",38 mi away,"$30,185","$30,185",$566/mo est.,New Cars (34).mhtml
2025 Hyundai Kona,SEL AWD,"New Rochelle, NY",10 mi away,"$30,185","$30,185",$566/mo est.,New Cars (34).mhtml
2025 Kia Sportage Hybrid,LX FWD,"Toms River, NJ",59 mi away,"$30,185","$30,185",$566/mo est.,New Cars (34).mhtml
2025 Nissan Altima,2.5 SR AWD,"Blackwood, NJ",95 mi away,"$32,985","$30,188",$566/mo est.,New Cars (34).mhtml
2025 Nissan Kicks,SR AWD,"Raynham, MA",168 mi away,"$32,110","$30,190",$566/mo est.,New Cars (34).mhtml
2025 Nissan Kicks,SR AWD,"Raynham, MA",168 mi away,"$32,340","$30,194",$566/mo est.,New Cars (34).mhtml
2025 Nissan Kicks,SR AWD,"Raynham, MA",168 mi away,"$32,340","$30,194",$566/mo est.,New Cars (34).mhtml
2025 Mazda CX-5,2.5 S Select AWD,"New Rochelle, NY",10 mi away,"$32,495","$30,195",$566/mo est.,New Cars (34).mhtml
2025 Nissan Altima,2.5 SR AWD,"Raynham, MA",168 mi away,"$35,690","$30,195",$566/mo est.,New Cars (34).mhtml
2025 Kia K4,GT-Line Turbo FWD,"Denville, NJ",31 mi away,"$32,445","$30,195",$566/mo est.,New Cars (34).mhtml
2025 Nissan Altima,2.5 SV AWD,"Marlborough, MA",164 mi away,"$33,355","$30,197",$566/mo est.,New Cars (34).mhtml
2025 Kia Seltos,EX AWD,"Jamaica, NY",9 mi away,,"$30,210",$566/mo est.,New Cars (34).mhtml
2025 Ford Escape Hybrid Plug-in,FWD,"Mendham, NJ",35 mi away,"$41,650","$30,213",$566/mo est.,New Cars (34).mhtml
2025 Kia K4,GT-Line Turbo FWD,"Yonkers, NY",11 mi away,"$31,465","$30,215",$566/mo est.,New Cars (35).mhtml
2024 Hyundai Sonata,SEL FWD,"Salem, NH",193 mi away,"$30,215","$30,215",$571/mo est.,New Cars (35).mhtml
2025 Hyundai Tucson,SE AWD,"Framingham, MA",165 mi away,"$32,720","$30,220",$566/mo est.,New Cars (35).mhtml
2025 Subaru Legacy,Premium AWD,"Englewood, NJ",6 mi away,"$31,629","$30,222",$566/mo est.,New Cars (35).mhtml
2025 Ford Maverick,XL SuperCrew FWD,"Lebanon, PA",132 mi away,"$30,795","$30,223",$567/mo est.,New Cars (35).mhtml
2025 Subaru Legacy,Premium AWD,"Stroudsburg, PA",68 mi away,"$32,514","$30,238",$567/mo est.,New Cars (35).mhtml
2025 Subaru Legacy,Premium AWD,"Stroudsburg, PA",68 mi away,"$32,514","$30,238",$567/mo est.,New Cars (35).mhtml
2025 Nissan Altima,2.5 SV AWD,"Schenectady, NY",134 mi away,"$33,265","$30,240",$567/mo est.,New Cars (35).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Nazareth, PA",73 mi away,"$33,690","$30,248",$567/mo est.,New Cars (35).mhtml
2025 Subaru Legacy,Premium AWD,"Somerset, NJ",38 mi away,"$31,655","$30,249",$567/mo est.,New Cars (35).mhtml
2025 Kia Seltos,EX AWD,"East Meadow, NY",21 mi away,"$30,260","$30,260",$567/mo est.,New Cars (35).mhtml
2025 Mazda CX-30,2.5 S Select Sport AWD,"Mechanicsburg, PA",166 mi away,"$31,685","$30,260",$567/mo est.,New Cars (35).mhtml
2025 Toyota Corolla,XSE FWD,"Airmont , NY",22 mi away,"$30,264","$30,264",$567/mo est.,New Cars (35).mhtml
2025 Ford Maverick,XLT SuperCrew FWD,"Morristown, NJ",28 mi away,"$33,270","$30,270",$567/mo est.,New Cars (35).mhtml
2025 Mazda CX-30,2.5 S Preferred AWD,"Lunenburg, MA",168 mi away,"$31,060","$30,270",$567/mo est.,New Cars (35).mhtml
2024 Volkswagen Taos,SE Black 4Motion,"Stamford, CT",25 mi away,"$35,230","$30,277",$572/mo est.,New Cars (35).mhtml
2025 Mazda CX-30,2.5 S Preferred AWD,"Wakefield, RI",134 mi away,"$31,680","$30,278",$568/mo est.,New Cars (35).mhtml
2025 Ford Escape,Active AWD,"Rutland, VT",197 mi away,"$35,635","$30,279",$568/mo est.,New Cars (35).mhtml
2025 Nissan Altima,2.5 SV AWD,"New Hampton, NY",48 mi away,"$31,780","$30,280",$568/mo est.,New Cars (35).mhtml
2025 Nissan Altima,2.5 SV FWD,"Monmouth Junction, NJ",42 mi away,,"$30,280",$568/mo est.,New Cars (35).mhtml
2025 Subaru Legacy,Premium AWD,"Roslyn, NY",13 mi away,"$31,103","$30,281",$568/mo est.,New Cars (35).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Reading, PA",114 mi away,"$34,285","$30,285",$568/mo est.,New Cars (35).mhtml
2025 Kia Sportage,LX AWD,"Lake Katrine, NY",80 mi away,"$30,940","$30,294",$568/mo est.,New Cars (36).mhtml
2025 Volkswagen Taos,SE 4Motion,"Paramus, NJ",10 mi away,"$32,221","$30,296",$568/mo est.,New Cars (36).mhtml
2025 Volkswagen Taos,SE 4Motion,"Paramus, NJ",10 mi away,"$32,221","$30,296",$568/mo est.,New Cars (36).mhtml
2025 Volkswagen Taos,SE 4Motion,"Paramus, NJ",10 mi away,"$32,221","$30,296",$568/mo est.,New Cars (36).mhtml
2025 Volkswagen Taos,SE 4Motion,"Paramus, NJ",10 mi away,"$32,221","$30,296",$568/mo est.,New Cars (36).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Paoli, PA",98 mi away,,"$30,297",$568/mo est.,New Cars (36).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Huntington, NY",26 mi away,"$34,870","$30,298",$568/mo est.,New Cars (36).mhtml
2025 Hyundai Kona,SEL Convenience AWD,"Milford, CT",51 mi away,"$32,299","$30,299",$568/mo est.,New Cars (36).mhtml
2025 Honda Accord,SE FWD,"Cockeysville, MD",171 mi away,"$31,755","$30,319",$568/mo est.,New Cars (36).mhtml
2025 Honda Accord,SE FWD,"Hamburg, PA",110 mi away,"$31,710","$30,324",$568/mo est.,New Cars (36).mhtml
2025 Honda Accord,SE FWD,"Hamburg, PA",110 mi away,"$31,710","$30,324",$568/mo est.,New Cars (36).mhtml
2025 Honda Accord,SE FWD,"Hamburg, PA",110 mi away,"$31,710","$30,324",$568/mo est.,New Cars (36).mhtml
2025 Honda Accord,SE FWD,"Hamburg, PA",110 mi away,"$31,710","$30,324",$568/mo est.,New Cars (36).mhtml
2025 Honda Accord,SE FWD,"Hamburg, PA",110 mi away,"$31,710","$30,324",$568/mo est.,New Cars (36).mhtml
2025 Honda Accord,SE FWD,"Hamburg, PA",110 mi away,"$31,710","$30,324",$568/mo est.,New Cars (36).mhtml
2025 Honda Accord,SE FWD,"Hamburg, PA",110 mi away,"$31,710","$30,324",$568/mo est.,New Cars (36).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Washington, NJ",56 mi away,"$34,040","$30,332",$569/mo est.,New Cars (36).mhtml
2025 Ford Maverick,XL SuperCrew AWD,"Philadelphia, PA",80 mi away,"$30,335","$30,335",$569/mo est.,New Cars (36).mhtml
2025 Mazda CX-5,2.5 S Preferred AWD,"Annapolis, MD",188 mi away,"$33,925","$30,336",$569/mo est.,New Cars (36).mhtml
2025 Nissan Altima,2.5 SR FWD,"St James, NY",41 mi away,"$34,480","$30,342",$569/mo est.,New Cars (36).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Newtown, PA",67 mi away,"$34,100","$30,343",$569/mo est.,New Cars (36).mhtml
2025 Ford Maverick,XL SuperCrew AWD,"Mendham, NJ",35 mi away,"$32,160","$30,345",$569/mo est.,New Cars (36).mhtml
2025 Ford Escape,ST-Line FWD,"Burlington, NJ",70 mi away,"$31,480","$30,349",$569/mo est.,New Cars (37).mhtml
2025 Mazda CX-5,2.5 S AWD,"Trevose, PA",73 mi away,"$31,140","$30,349",$569/mo est.,New Cars (37).mhtml
2025 Kia Seltos,SX AWD,"New Hampton, NY",48 mi away,"$33,850","$30,350",$569/mo est.,New Cars (37).mhtml
2025 Nissan Kicks,SV AWD,"Edison, NJ",33 mi away,"$31,790","$30,353",$569/mo est.,New Cars (37).mhtml
2025 Nissan Sentra,SR FWD,"Hillside, NJ",18 mi away,"$30,355","$30,355",$569/mo est.,New Cars (37).mhtml
2025 Mazda CX-5,2.5 S Preferred AWD,"Seekonk, MA",151 mi away,"$34,050","$30,358",$569/mo est.,New Cars (37).mhtml
2025 Mazda CX-5,2.5 S Preferred AWD,"Hamden, CT",65 mi away,"$33,360","$30,360",$569/mo est.,New Cars (37).mhtml
2025 Buick Envista,Avenir FWD,"Poughkeepsie, NY",56 mi away,"$31,585","$30,362",$569/mo est.,New Cars (37).mhtml
2025 Buick Envista,Avenir FWD,"Poughkeepsie, NY",56 mi away,"$31,585","$30,362",$569/mo est.,New Cars (37).mhtml
2025 Ford Maverick,XL SuperCrew FWD,"Old Bridge, NJ",36 mi away,"$31,365","$30,365",$569/mo est.,New Cars (37).mhtml
2025 Honda Accord,SE FWD,"Hamburg, PA",110 mi away,"$31,755","$30,369",$569/mo est.,New Cars (37).mhtml
2025 Nissan Kicks,SR AWD,"Hainesport, NJ",74 mi away,"$30,370","$30,370",$569/mo est.,New Cars (37).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Newtown, PA",67 mi away,"$34,145","$30,385",$570/mo est.,New Cars (37).mhtml
2025 Nissan Altima,2.5 SL FWD,"Exton, PA",105 mi away,"$36,390","$30,390",$570/mo est.,New Cars (37).mhtml
2025 Subaru Legacy,Premium AWD,"Northumberland, PA",149 mi away,"$33,573","$30,392",$570/mo est.,New Cars (37).mhtml
2025 Mazda CX-5,2.5 S Select AWD,"New Rochelle, NY",10 mi away,"$32,695","$30,395",$570/mo est.,New Cars (37).mhtml
2025 Honda HR-V,Sport AWD,"North Dartmouth, MA",163 mi away,"$30,395","$30,395",$570/mo est.,New Cars (37).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Glen Burnie, MD",182 mi away,"$36,975","$30,408",$570/mo est.,New Cars (37).mhtml
2025 Ford Maverick,XLT SuperCrew FWD,"Summit, NJ",24 mi away,"$33,410","$30,410",$570/mo est.,New Cars (37).mhtml
2025 Mazda CX-5,2.5 S Preferred AWD,"Rensselaer, NY",128 mi away,"$33,450","$30,412",$570/mo est.,New Cars (37).mhtml
2025 Honda HR-V,Sport AWD,"Yonkers, NY",11 mi away,"$30,805","$30,421",$570/mo est.,New Cars (37).mhtml
2025 Honda HR-V,Sport AWD,"Yonkers, NY",11 mi away,"$30,805","$30,421",$570/mo est.,New Cars (37).mhtml
2025 Honda HR-V,Sport AWD,"Yonkers, NY",11 mi away,"$30,805","$30,421",$570/mo est.,New Cars (38).mhtml
2025 Mazda CX-5,2.5 S Preferred AWD,"Rensselaer, NY",128 mi away,"$33,470","$30,428",$570/mo est.,New Cars (38).mhtml
2025 Mazda CX-5,2.5 S Select AWD,"Westwood, MA",171 mi away,"$33,585","$30,429",$570/mo est.,New Cars (38).mhtml
2025 Ford Maverick,XL SuperCrew FWD,"Bethlehem, PA",80 mi away,"$29,940","$30,430",$570/mo est.,New Cars (38).mhtml
2025 Nissan Altima,2.5 SR FWD,"Blackwood, NJ",95 mi away,"$34,430","$30,430",$570/mo est.,New Cars (38).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Bel Air, MD",158 mi away,"$36,330","$30,438",$571/mo est.,New Cars (38).mhtml
2025 Mitsubishi Eclipse Cross,LE S-AWC,"New Bedford, MA",165 mi away,"$30,440","$30,440",$571/mo est.,New Cars (38).mhtml
2024 Kia Sportage Hybrid,LX AWD,"Abington, PA",79 mi away,"$32,570","$30,442",$575/mo est.,New Cars (38).mhtml
2025 Volkswagen Taos,SE 4Motion,"Paramus, NJ",10 mi away,"$32,374","$30,449",$571/mo est.,New Cars (38).mhtml
2025 Volkswagen Tiguan,SE FWD,"Doylestown, PA",72 mi away,"$35,061","$30,452",$571/mo est.,New Cars (38).mhtml
2025 Subaru Legacy,Premium AWD,"Braintree, MA",179 mi away,"$30,456","$30,456",$571/mo est.,New Cars (38).mhtml
2025 Subaru Legacy,Premium AWD,"Braintree, MA",179 mi away,"$30,456","$30,456",$571/mo est.,New Cars (38).mhtml
2024 Dodge Hornet,R/T Plus AWD,"Dartmouth, MA",164 mi away,"$52,330","$30,457",$575/mo est.,New Cars (38).mhtml
2025 Hyundai Elantra,N Line FWD,"Scranton, PA",100 mi away,"$30,460","$30,460",$571/mo est.,New Cars (38).mhtml
2024 Mitsubishi Outlander Sport,Trail Edition AWC,"Long Island City, NY",4 mi away,"$30,460","$30,460",$575/mo est.,New Cars (38).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Easton, PA",72 mi away,"$35,585","$30,479",$571/mo est.,New Cars (38).mhtml
2025 Mazda CX-5,2.5 S Preferred AWD,"Rensselaer, NY",128 mi away,"$33,535","$30,480",$571/mo est.,New Cars (38).mhtml
2025 Nissan Altima,2.5 SR AWD,"Quincy, MA",181 mi away,"$35,480","$30,480",$571/mo est.,New Cars (38).mhtml
2025 Ford Maverick,XL SuperCrew FWD,"Harrisburg, PA",155 mi away,"$31,590","$30,480",$571/mo est.,New Cars (38).mhtml
2025 Mazda CX-5,2.5 S Select AWD,"Easton, PA",73 mi away,"$32,905","$30,484",$571/mo est.,New Cars (38).mhtml
2025 Ford Escape,Active FWD,"Newark, DE",124 mi away,"$33,300","$30,490",$572/mo est.,New Cars (38).mhtml
2025 Honda Accord,SE FWD,"Syracuse, NY",193 mi away,"$31,755","$30,495",$572/mo est.,New Cars (38).mhtml
2025 Ford Maverick,XL SuperCrew AWD,"Lehighton, PA",93 mi away,"$32,655","$30,495",$572/mo est.,New Cars (39).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Huntington, NY",26 mi away,"$36,600","$30,498",$572/mo est.,New Cars (39).mhtml
2024 Ford Escape,Active AWD,"Albany, NY",129 mi away,"$36,860","$30,500",$576/mo est.,New Cars (39).mhtml
2025 Ford Maverick,XLT SuperCrew FWD,"Schenectady, NY",135 mi away,"$33,135","$30,500",$572/mo est.,New Cars (39).mhtml
2024 Ford Escape,Active AWD,"Albany, NY",129 mi away,"$36,860","$30,500",$576/mo est.,New Cars (39).mhtml
2025 Ford Maverick,XLT SuperCrew AWD,"Rising Sun, MD",134 mi away,"$34,795","$30,500",$572/mo est.,New Cars (39).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Rising Sun, MD",134 mi away,"$35,400","$30,500",$572/mo est.,New Cars (39).mhtml
2025 Jeep Compass,Limited 4WD,"Jarrettsville, MD",159 mi away,"$37,710","$30,500",$572/mo est.,New Cars (39).mhtml
2025 Honda CR-V,EX AWD,"Saratoga Springs, NY",155 mi away,,"$30,500",$572/mo est.,New Cars (39).mhtml
2025 Honda CR-V,EX AWD,"Saratoga Springs, NY",155 mi away,,"$30,500",$572/mo est.,New Cars (39).mhtml
2025 Honda CR-V,EX AWD,"Saratoga Springs, NY",155 mi away,,"$30,500",$572/mo est.,New Cars (39).mhtml
2025 Honda CR-V,EX AWD,"Saratoga Springs, NY",155 mi away,,"$30,500",$572/mo est.,New Cars (39).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Lancaster, PA",137 mi away,"$35,365","$30,508",$572/mo est.,New Cars (39).mhtml
2025 Volkswagen Tiguan,S 4Motion,"Stamford, CT",25 mi away,"$34,182","$30,510",$572/mo est.,New Cars (39).mhtml
2025 Mitsubishi Outlander,SE FWD,"Pleasantville, NJ",104 mi away,"$38,515","$30,515",$572/mo est.,New Cars (39).mhtml
2025 Ford Bronco Sport,Outer Banks AWD,"Glen Burnie, MD",182 mi away,"$38,790","$30,523",$572/mo est.,New Cars (39).mhtml
2025 Mazda CX-5,2.5 S AWD,"Trevose, PA",73 mi away,"$31,365","$30,529",$572/mo est.,New Cars (39).mhtml
2025 Mazda CX-5,2.5 S AWD,"Trevose, PA",73 mi away,"$31,365","$30,529",$572/mo est.,New Cars (39).mhtml
2025 Hyundai Sonata,SEL Convenience FWD,"Brockton, MA",171 mi away,"$33,533","$30,533",$572/mo est.,New Cars (39).mhtml
2025 Kia K4,GT-Line Turbo FWD,"Attleboro, MA",153 mi away,"$32,285","$30,535",$572/mo est.,New Cars (39).mhtml
2025 Kia Niro EV,Wave FWD,"Glen Burnie, MD",183 mi away,"$46,545","$30,545",$573/mo est.,New Cars (39).mhtml
2025 Volkswagen Taos,SEL 4Motion,"Watertown, MA",177 mi away,"$37,726","$30,554",$573/mo est.,New Cars (39).mhtml
2025 Nissan Kicks,SR AWD,"Kingston, MA",184 mi away,"$29,935","$27,635",$518/mo est.,New Cars (4).mhtml
2025 Hyundai Elantra,SEL Convenience FWD,"Freehold, NJ",43 mi away,"$27,645","$27,645",$518/mo est.,New Cars (4).mhtml
2025 Kia K4,GT-Line FWD,"Bridgewater, NJ",38 mi away,"$27,665","$27,665",$519/mo est.,New Cars (4).mhtml
2025 Kia K4,GT-Line FWD,"Bridgewater, NJ",38 mi away,"$27,665","$27,665",$519/mo est.,New Cars (4).mhtml
2025 Kia K4,GT-Line FWD,"Bridgewater, NJ",38 mi away,"$27,665","$27,665",$519/mo est.,New Cars (4).mhtml
2025 Nissan Sentra,SV FWD,"Egg Harbor Township, NJ",102 mi away,"$27,670","$27,670",$519/mo est.,New Cars (4).mhtml
2025 Nissan Sentra,SV FWD,"Egg Harbor Township, NJ",102 mi away,"$27,670","$27,670",$519/mo est.,New Cars (4).mhtml
2025 Nissan Sentra,SV FWD,"Red Bank, NJ",34 mi away,,"$27,670",$519/mo est.,New Cars (4).mhtml
2025 Nissan Sentra,SR FWD,"Hillside, NJ",18 mi away,"$27,675","$27,675",$519/mo est.,New Cars (4).mhtml
2025 Nissan Sentra,SR FWD,"Hainesport, NJ",74 mi away,"$27,675","$27,675",$519/mo est.,New Cars (4).mhtml
2025 Kia Seltos,EX AWD,"Elmira, NY",178 mi away,"$30,425","$27,683",$519/mo est.,New Cars (4).mhtml
2025 Ford Bronco Sport,Heritage AWD,"Vineland, NJ",109 mi away,"$38,180","$27,686",$519/mo est.,New Cars (4).mhtml
2025 Nissan Kicks,SR AWD,"Raynham, MA",168 mi away,"$30,115","$27,690",$519/mo est.,New Cars (4).mhtml
2025 Nissan Kicks,SR AWD,"Raynham, MA",168 mi away,"$29,935","$27,690",$519/mo est.,New Cars (4).mhtml
2025 Hyundai Elantra,SEL Convenience FWD,"Scranton, PA",100 mi away,"$27,700","$27,700",$519/mo est.,New Cars (4).mhtml
2025 Nissan Sentra,SR FWD,"Yorktown Heights, NY",33 mi away,"$27,205","$27,705",$519/mo est.,New Cars (4).mhtml
2025 Toyota Corolla Cross,L AWD,"Westbury, NY",20 mi away,,"$27,708",$519/mo est.,New Cars (4).mhtml
2025 Hyundai Elantra,SEL Convenience FWD,"Scranton, PA",100 mi away,"$27,710","$27,710",$519/mo est.,New Cars (4).mhtml
2025 Nissan Sentra,SR FWD,"Blackwood, NJ",95 mi away,"$29,715","$27,715",$520/mo est.,New Cars (4).mhtml
2025 Hyundai Elantra,SEL Convenience FWD,"Scranton, PA",100 mi away,"$27,720","$27,720",$520/mo est.,New Cars (4).mhtml
2025 Nissan Sentra,SV FWD,"Egg Harbor Township, NJ",102 mi away,"$27,720","$27,720",$520/mo est.,New Cars (4).mhtml
2025 Hyundai Elantra Hybrid,Blue FWD,"Freehold, NJ",43 mi away,"$27,735","$27,735",$520/mo est.,New Cars (4).mhtml
2025 Honda Civic Hybrid,Sport Sedan FWD,"Glen Head, NY",16 mi away,"$30,555","$30,555",$573/mo est.,New Cars (40).mhtml
2025 Honda Civic Hybrid,Sport Sedan FWD,"Glen Head, NY",16 mi away,"$30,555","$30,555",$573/mo est.,New Cars (40).mhtml
2025 Nissan Altima,2.5 SV FWD,"Hempstead, NY",17 mi away,"$30,555","$30,555",$573/mo est.,New Cars (40).mhtml
2025 Nissan Altima,2.5 SV FWD,"Hempstead, NY",17 mi away,"$30,555","$30,555",$573/mo est.,New Cars (40).mhtml
2025 Nissan Altima,2.5 SV FWD,"Hempstead, NY",17 mi away,"$30,555","$30,555",$573/mo est.,New Cars (40).mhtml
2025 Nissan Altima,2.5 SV FWD,"Hempstead, NY",17 mi away,"$30,555","$30,555",$573/mo est.,New Cars (40).mhtml
2025 Nissan Altima,2.5 SV FWD,"Hempstead, NY",17 mi away,"$30,555","$30,555",$573/mo est.,New Cars (40).mhtml
2025 Nissan Altima,2.5 SV FWD,"Hempstead, NY",17 mi away,"$30,555","$30,555",$573/mo est.,New Cars (40).mhtml
2025 Nissan Altima,2.5 SV FWD,"Hempstead, NY",17 mi away,"$30,555","$30,555",$573/mo est.,New Cars (40).mhtml
2025 Nissan Altima,2.5 SV FWD,"Hempstead, NY",17 mi away,"$30,555","$30,555",$573/mo est.,New Cars (40).mhtml
2025 Mitsubishi Outlander,SE FWD,"Pleasantville, NJ",104 mi away,"$38,555","$30,555",$573/mo est.,New Cars (40).mhtml
2025 Nissan Altima,2.5 SV AWD,"Middletown, CT",84 mi away,"$32,055","$30,555",$573/mo est.,New Cars (40).mhtml
2025 Nissan Altima,2.5 SV AWD,"Middletown, CT",84 mi away,"$32,055","$30,555",$573/mo est.,New Cars (40).mhtml
2025 Nissan Altima,2.5 SV FWD,"Monmouth Junction, NJ",42 mi away,,"$30,555",$573/mo est.,New Cars (40).mhtml
2025 Honda Civic Hybrid,Sport Sedan FWD,"Westford, MA",176 mi away,"$30,555","$30,555",$573/mo est.,New Cars (40).mhtml
2025 Honda Civic Hybrid,Sport Sedan FWD,"Hanover, MA",184 mi away,"$30,555","$30,555",$573/mo est.,New Cars (40).mhtml
2025 Honda Accord,SE FWD,"North Plainfield, NJ",30 mi away,,"$30,560",$573/mo est.,New Cars (40).mhtml
2025 Nissan Altima,2.5 SR FWD,"Flemington, NJ",53 mi away,"$35,255","$30,561",$573/mo est.,New Cars (40).mhtml
2025 Ford Maverick,Lobo SuperCrew AWD,"Vineland, NJ",109 mi away,"$39,440","$30,563",$573/mo est.,New Cars (40).mhtml
2025 Mazda CX-30,2.5 S Preferred AWD,"Springfield, NJ",23 mi away,"$31,420","$30,570",$573/mo est.,New Cars (40).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Hanover, PA",176 mi away,"$34,235","$30,575",$573/mo est.,New Cars (40).mhtml
2025 Mazda CX-5,2.5 S Preferred AWD,"Rensselaer, NY",128 mi away,"$33,655","$30,576",$573/mo est.,New Cars (40).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Nazareth, PA",73 mi away,"$34,040","$30,577",$573/mo est.,New Cars (41).mhtml
2025 Ford Maverick,XL SuperCrew AWD,"Nazareth, PA",73 mi away,"$32,160","$30,578",$573/mo est.,New Cars (41).mhtml
2025 Ford Bronco Sport,Big Bend AWD,"Cheshire, CT",70 mi away,"$35,770","$30,582",$573/mo est.,New Cars (41).mhtml
2025 Mazda CX-5,2.5 S AWD,"Staten Island, NY",18 mi away,"$30,590","$30,590",$573/mo est.,New Cars (41).mhtml
2025 Mazda CX-5,2.5 S AWD,"Staten Island, NY",18 mi away,"$30,590","$30,590",$573/mo est.,New Cars (41).mhtml
2025 Nissan Kicks,SR AWD,"Edison, NJ",33 mi away,"$31,930","$30,594",$573/mo est.,New Cars (41).mhtml
2024 Dodge Hornet,R/T AWD,"Dartmouth, MA",164 mi away,"$47,080","$30,597",$578/mo est.,New Cars (41).mhtml
2024 Dodge Hornet,R/T Plus AWD,"Dartmouth, MA",164 mi away,"$52,330","$30,597",$578/mo est.,New Cars (41).mhtml
2025 Mazda CX-5,2.5 S AWD,"Trevose, PA",73 mi away,"$31,455","$30,601",$574/mo est.,New Cars (41).mhtml
2025 Nissan Altima,2.5 SV FWD,"Hempstead, NY",17 mi away,"$30,605","$30,605",$574/mo est.,New Cars (41).mhtml
